ic_short_name;ic_sp;ic_pt;field;length;comentarios;repeticiones
L2BSUP;20181;10306;DES_FI_SCRD_SIGN_2;1;;2
L2BSUP;20181;10306;MEA_FI_SCRD_2;4;;2
L2BSUP;20181;10306;DES_FI_SCRD_SIGN_3;1;;2
L2BSUP;20181;10306;MEA_FI_SCRD_3;4;;2
L2BSUP;20181;10306;DES_FI_SCRD_SIGN_4;1;;2
L2BSUP;20181;10306;MEA_FI_SCRD_4;4;;2
L2BSUP;20181;10306;DES_FI_SCRD_SIGN_5;1;;2
L2BSUP;20181;10306;MEA_FI_SCRD_5;4;;2
L2BSUP;20181;10306;DES_FI_SCRD_SIGN_6;1;;2
L2BSUP;20181;10306;MEA_FI_SCRD_6;4;;2
L2BSUP;20181;10306;DES_FI_SCRD_SIGN_7;1;;2
L2BSUP;20181;10306;MEA_FI_SCRD_7;4;;2
L2BSUP;20181;10306;DES_FI_SCRD_SIGN_8;1;;2
L2BSUP;20181;10306;MEA_FI_SCRD_8;4;;2
L2BSUP;20181;10306;DES_FI_SCRD_SIGN_9;1;;2
L2BSUP;20181;10306;MEA_FI_SCRD_9;4;;2
L2BSUP;20181;10306;DES_FI_SCRD_SIGN_10;1;;2
L2BSUP;20181;10306;MEA_FI_SCRD_10;4;;2
L2BSUP;20181;10306;DES_FI_SCRD_SIGN_11;1;;2
L2BSUP;20181;10306;MEA_FI_SCRD_11;4;;2
L2BSUP;20181;10306;DES_FI_SCRD_SIGN_12;1;;2
L2BSUP;20181;10306;MEA_FI_SCRD_12;4;;2
L2BSUP;20181;10306;DES_FI_SCRD_SIGN_13;1;;2
L2BSUP;20181;10306;MEA_FI_SCRD_13;4;;2
L2BSUP;20181;10306;DES_FI_SCRD_SIGN_14;1;;2
L2BSUP;20181;10306;MEA_FI_SCRD_14;4;;2
L2BSUP;20181;10306;DES_FI_SCRD_SIGN_15;1;;2
L2BSUP;20181;10306;MEA_FI_SCRD_15;4;;2
L2BSUP;20181;10306;DES_FI_SCRD_SIGN_16;1;;2
L2BSUP;20181;10306;MEA_FI_SCRD_16;4;;2
L2BSUP;20181;10306;DES_FI_SCRD_SIGN_17;1;;2
L2BSUP;20181;10306;MEA_FI_SCRD_17;4;;2
L2BSUP;20181;10306;DES_FI_SCRD_SIGN_18;1;;2
L2BSUP;20181;10306;MEA_FI_SCRD_18;4;;2
L2BSUP;20181;10306;DES_FI_SCRD_SIGN_19;1;;2
L2BSUP;20181;10306;MEA_FI_SCRD_19;4;;2
L2BSUP;20181;10306;DES_FI_SCRD_SIGN_20;1;;2
L2BSUP;20181;10306;MEA_FI_SCRD_20;4;;2
L2BSUP;20181;10306;AUTH-OTB-MSG-IND ;1;;2
L2BSUP;20181;10306;AUTH-OTB-MSG-AMT-SIGN ;1;;2
L2BSUP;20181;10306;AUTH-OTB-MSG-AMT ;11;;2
L2BSUP;20181;10306;AUTH-OTB-CH-TYPE ;1;;2
L2BSUP;20181;10306;FLG_MSG_NOTIFY;1;;2
L2BSUP;20181;10306;DES_OTA_MSG_AMT_SIGN;1;;2
L2BSUP;20181;10306;COD_MSG_AMT;13;;2
L2BSUP;20181;10306;FLG_SMS_GEN_BANK_IND;1;;2
L2BSUP;20181;10306;DES_TKN_CRDS_COUNT;2;;2
L2BSUP;20181;10306;COD_SUPRS_TKN;1;;2
L2BSUP;20181;10306;Test Digits 4 ;4;;2
L2BSUP;20181;10306;SDG2-OPT-OUT-FLAG;1;;2
L2BSUP;20181;10306;DT-LST-SDG2-OPT-OUT-CHG;8;;2
L2BSUP;20181;10306;FOREX-OVRD-IND ;1;;2
L2BSUP;20181;10306;FOREX-OVRD-AMT-PCT-SIGN ;1;;2
L2BSUP;20181;10306;FOREX-OVRD-AMT-PCT ;7;;2
L2BSUP;20181;10306;FOREX-OVRD-CARD-SCHEME ;2;;2
L2BSUP;20181;10306;FOREX-OVRD-UL-PERC-SIGN ;1;;2
L2BSUP;20181;10306;FOREX-OVRD-UL-PERC-AMT ;7;;2
L2BSUP;20181;10306;FOREX-FEE-WV-ST-DT ;8;;2
L2BSUP;20181;10306;FOREX-FEE-WV-EXP-DT ;8;;2
L2BSUP;20181;10306;CLIENT-REF-ID ;40;;2
L2BSUP;20181;10306;DAT-FST-PRM-CARD-ACT-DT;8;;2
L2BSUP;20181;10306;DAT-DD-EFF-DATE-EFF-DT;8;;2
L2BSUP;20181;10306;COD-OVLM-EXCL-BAL-SIGN;1;;2
L2BSUP;20181;10306;AMT-OVLM-EXCL-BAL;17;;2
L2BSUP;20181;10306;DAT-LAST-OVLM-CHG;8;;2
L2BSUP;20181;10306;DAT-PMT-REV-DUTY-ARSN-DT;8;;2
L2BSUP;20181;10306;DAT-PMT-REV-NOSIA-PRC-DT;8;;2
L2BSUP;20181;10306;COD-NO-FEE-ON-PTP;1;;2
L2BSUP;20181;10306;FLG-PH-FLAG;1;;2
L2BSUP;20181;10306;COD-PH-TERM;1;;2
L2BSUP;20181;10306;DAT-PH-START-DATE;8;;2
L2BSUP;20181;10306;DAT-PH-END-DATE;8;;2
L2BSUP;20181;10306;COD-PH-CYC-CNT;2;;2
L2BSUP;20181;10306;COD-RSK-IND;2;;2
L2BSUP;20181;10306;DAT-RISK-IND-DATE;8;;2
L2BSUP;20181;10306;DESCARTADO-BAU-1;3;;2
L2BSUP;20181;10306;DESCARTADO-BAU-2;8;;2
L2BSUP;20181;10306;DESCARTADO-BAU-3;1;;2
L2BSUP;20181;10306;COD-RSK-LVL;2;;2
L2BSUP;20181;10306;DAT-RSK-LVL-DATE;8;;2
L2BSUP;20181;10306;COD-RSK-RSN;3;;2
L2BSUP;20181;10306;DAT-RSK-RSN-DATE;8;;2
L2BSUP;20181;10306;COD-COLL-LTR-IND;1;;2
L2BSUP;20181;10306;COD-MANDATE-FLAG;1;;2
L2BSUP;20181;10306;COD-MANDATE-SOURCE;1;;2
L2BSUP;20181;10306;COD-ATM-ENT-NUM;5;;2
L2BSUP;20181;10306;COD-ACCT-USURY-CAP;7;;2
L2BSUP;20181;10306;AMT-ACCT-RPD-SG;1;;2
L2BSUP;20181;10306;AMT-ACCT-RPD;9;;2
L2BSUP;20181;10306;FILLER 4;125;;2
L2BSUP;20181;10306;COD-INST-DECI-STATUS;1;;2
L2BSUP;20181;10306;DAT-INST-DECI-DATE;8;;2
L2BSUP;20181;10306;FILLER 5;1374;;2
L2BSUP;20181;10306;CTLS-RESTRICT-GLAG;1;;1
L2BSUP;20181;10306;ATM Restriction Indicator;1;;2
L2BSUP;20181;10306;Last date to Authorize;8;;2
L2BSUP;20181;10306;FAS DEFAULT OVLM PCT SIGN;1;;2
L2BSUP;20181;10306;FAS DEFAULT OVLM PCT;3;;2
L2BSUP;20181;10306;NON EPP PLAN BAL SIGN;1;;2
L2BSUP;20181;10306;NON EPP PLAN BAL;17;;2
L2BSUP;20181;10306;RT CHG FRZ OVRD;1;;2
L2BSUP;20181;10306;BBR FREEZE FLAG;1;;2
L2BSUP;20181;10306;BBR-FREEZE-IND;1;;2
L2BSUP;20181;10306;BBR-IND-DT;8;;2
L2BSUP;20181;10306;BASE-RT-OVRD-SIGN;1;;2
L2BSUP;20181;10306;BASE-RT-OVRD;7;;2
L2BSUP;20181;10306;FPP- FPP-GT-SAR-RATE-SIGN  ;1;;2
L2BSUP;20181;10306;FPP-GOTO-SAR-RATE;7;;2
L2BSUP;20181;10306;RETAIL-GT-SAR-RATE-SIGN;1;;2
L2BSUP;20181;10306;RETAIL-GOTO-SAR-RATE;7;;2
L2BSUP;20181;10306;CASH-GT-SAR-RATE-SIGN;1;;2
L2BSUP;20181;10306;CASH-GOTO-SAR-RATE;7;;2
L2BSUP;20181;10306;BT-GT-SAR-RATE-SIGN;1;;2
L2BSUP;20181;10306;BT-GOTO-SAR-RATE;7;;2
L2BSUP;20181;10306;MT- GT-SAR-RATE-SIGN;1;;2
L2BSUP;20181;10306;MT-GOTO-SAR-RATE;7;;2
L2BSUP;20181;10306;NSF RTN CNT;2;;2
L2BSUP;20181;10306;NSF PREV RTN CNT;2;;2
L2BSUP;20181;10306;NSF RESET IND;1;;2
L2BSUP;20181;10306;NSF RESET DATE;8;;2
L2BSUP;20181;10306;TRANSACTOR/REVOLVER STATUS;1;;2
L2BSUP;20181;10306;BLKLST-MAINT-DATE;8;;1
L2BSUP;20181;10306;NPA STATUS CHANGE DATE;8;;1
L2BSUP;20181;10306;NBR CTD DEBLOCK FEE;1;;1
L2BSUP;20181;10306;AUTH-RESTRICT-ALL;1;;1
L2BSUP;20181;10306;CBP ALERT;1;;2
L2BSUP;20181;10306;FILLER7;879;;1
FPPERCMF;21351;;REG-PERS-IDEN;30;;
FPPERCMF;21351;;REG-PERS-CODI;3;;
FPPERCMF;21351;;REG-PERS-CLAVDOCU;30;;
FPPERCMF;21351;;REG-PERS-FCAD;8;;
FPPERCMF;21351;;REG-PERS-NUME;10;;
FPPERCMF;21351;;REG-PERS-FIJU;1;;
FPPERCMF;21351;;REG-PERS-SUSE;2;;
FPPERCMF;21351;;REG-PERS-IRPF;1;;
FPPERCMF;21351;;REG-PERS-NOMB;60;;
FPPERCMF;21351;;REG-PERS-APELL1;60;;
FPPERCMF;21351;;REG-PERS-APELL2;60;;
FPPERCMF;21351;;REG-PERS-CLAVDOMI;30;;
FPPERCMF;21351;;REG-PERS-TIPD;2;;
FPPERCMF;21351;;REG-PERS-INDC;1;;
FPPERCMF;21351;;REG-PERS-SIGL;30;;
FPPERCMF;21351;;REG-PERS-CALLE;60;;
FPPERCMF;21351;;REG-PERS-DCOM;40;;
FPPERCMF;21351;;REG-PERS-MUNICIPIO;80;;
FPPERCMF;21351;;REG-PERS-CPOS;10;;
FPPERCMF;21351;;REG-PERS-PROV;2;;
FPPERCMF;21351;;REG-PERS-NUMV;5;;
FPPERCMF;21351;;REG-PERS-BLOQ;5;;
FPPERCMF;21351;;REG-PERS-PORT;5;;
FPPERCMF;21351;;REG-PERS-PISO;5;;
FPPERCMF;21351;;REG-PERS-PUER;5;;
FPPERCMF;21351;;REG-PERS-ESCA;5;;
FPPERCMF;21351;;REG-PERS-PAIS-RESI;2;;
FPPERCMF;21351;;REG-PERS-FNAC;8;;
FPPERCMF;21351;;REG-PERS-NACP;2;;
FPPERCMF;21351;;REG-PERS-NACI;2;;
FPPERCMF;21351;;REG-PERS-SEXO;2;;
FPPERCMF;21351;;REG-PERS-ORIG;100;;
FPPERCMF;21351;;REG-PERS-EMAIL;200;;
FPPERCMF;21351;;REG-PERS-TEL1;200;;
FPPERCMF;21351;;REG-PERS-CNAE;4;;
FPPERCMF;21351;;REG-PERS-TRAB;50;;
FPPERCMF;21351;;REG-PERS-PROF;100;;
SINCRPERS;21356;;REG-IDEN;30;;
SINCRPERS;21356;;REG-CODI;3;;
SINCRPERS;21356;;REG-CLAVDOCU;30;;
SINCRPERS;21356;;REG-FCAD;8;;
SINCRPERS;21356;;REG-NUME;10;;
SINCRPERS;21356;;REG-FIJU;1;;
SINCRPERS;21356;;REG-SUSE;2;;
SINCRPERS;21356;;REG-IRPF;1;;
SINCRPERS;21356;;REG-NOMB;60;;
SINCRPERS;21356;;REG-APELL1;60;;
SINCRPERS;21356;;REG-APELL2;60;;
SINCRPERS;21356;;REG-CLAVDOMI;30;;
SINCRPERS;21356;;REG-TIPD;2;;
SINCRPERS;21356;;REG-INDC;1;;
SINCRPERS;21356;;REG-SIGL;30;;
SINCRPERS;21356;;REG-CALLE;60;;
SINCRPERS;21356;;REG-DCOM;40;;
SINCRPERS;21356;;REG-MUNICIPI;80;;
SINCRPERS;21356;;REG-CPOS;10;;
SINCRPERS;21356;;REG-PROV;2;;
SINCRPERS;21356;;REG-NUMV;5;;
SINCRPERS;21356;;REG-BLOQ;5;;
SINCRPERS;21356;;REG-PORT;5;;
SINCRPERS;21356;;REG-PISO;5;;
SINCRPERS;21356;;REG-PUER;5;;
SINCRPERS;21356;;REG-ESCA;5;;
SINCRPERS;21356;;REG-P-RESI;3;;
SINCRPERS;21356;;REG-FNAC;8;;
SINCRPERS;21356;;REG-NACP;3;;
SINCRPERS;21356;;REG-NACI;3;;
SINCRPERS;21356;;REG-SEXO;2;;
SINCRPERS;21356;;REG-ORIG;100;;
SINCRPERS;21356;;REG-EMAIL;200;;
SINCRPERS;21356;;REG-TEL1;200;;
SINCRPERS;21356;;REG-CNAE;4;;
SINCRPERS;21356;;REG-TRAB;50;;
SINCRPERS;21356;;REG-PROF;100;;
SINCRPERS;21356;;REG-IDIOMA;2;;
SINCRPERS;21356;;REG-PUBLI;1;;
SINCRPERS;21356;;REG-TERC;1;;
SINCRPERS;21356;;REG-CIVIL;1;;
SINCRPERS;21356;;REG-CANA;2;;
SINCRPERS;21356;;REG-TLF-DOMI;20;;
SINCRPERS;21356;;REG-AULLCOTF;1;;
SINCRPERS;21356;;REG-TLF-TRA;20;;
SINCRPERS;21356;;REG-AULLCOTR;1;;
SINCRPERS;21356;;REG-EXT-TRA;20;;
SINCRPERS;21356;;REG-NUM-FAX;20;;
SINCRPERS;21356;;REG-AULLCOM3;1;;
SINCRPERS;21356;;REG-TEL-AUX;20;;
SINCRPERS;21356;;REG-AULLCOM4;1;;
SINCRPERS;21356;;REG-SMS-COM1;1;;
SINCRPERS;21356;;REG-INGBRANU;13;;
SINCRPERS;21356;;REG-FEALEMP;8;;
SINCRPERS;21356;;REG-CACRREAL;13;;
SINCRPERS;21356;;REG-REGVIV;2;;
SINCRPERS;21356;;REG-FECFALL;8;;
SINCRPERS;21356;;REG-FECOFA;8;;
SINCRPERS;21356;;REG-SITLAB;2;;
SINCRPERS;21356;;REG-FAMCAR;2;;
SINCRPERS;21356;;REG-MECOHA;2;;
SINCRPERS;21356;;REG-NOMEMP;30;;
SINCRPERS;21356;;REG-INCODO;1;;
SINCRPERS;21356;;REG-AUMACO;1;;
SINCRPERS;21356;;REG-AULLCOM5;1;;
SINCRPERS;21356;;REG-SMS-COM2;1;;
SINCRPERS;21356;;REG-ALTABAJA;1;;
CM_CMF5_PFOC ;21710;;PFOCNUME;10;;
CM_CMF5_PFOC ;21710;;PFOCCODI;15;;
CM_CMF5_PFOC ;21710;;PFOCTIPO;2;;
CM_CMF5_PFOC ;21710;;PFOCINCO;1;;
CM_CMF5_PFOC ;21710;;PFOCNCOM;20;;
CM_CMF5_PFOC ;21710;;PFOCDATC;40;;
CM_CMF5_PFOC ;21710;;PFOCOFIC;4;;
CM_CMF5_PFOC ;21710;;PFOCMAQU;6;;
CM_CMF5_PFOC ;21710;;PFOCOPER;6;;
CM_CMF5_PFOC ;21710;;PFOCFECQ;8;;
CM_CMF5_PFOC ;21710;;PFOCHOMI;4;;
CM_CMF5_PFOC ;21710;;PFOCESTA;1;;
CM_CMF5_PFOC ;21710;;PFOCFULT;8;;
CM_CMF5_PFOC ;21710;;PFOCPREF;4;;
CM_CMF5_PFOC ;21710;;PFOCAULL;1;;
CM_CMF5_PFOC ;21710;;PFOCAUSM;1;;
CM_CMF5_PFOC ;21710;;PFOCSMSD;2;;
CM_CMF5_PFOC ;21710;;ORG;3;;
CM_CMF5_PFOC ;21710;;FILLER;364;;
CM_CMF7_RELA;21711;;RELAMAE1;4;;
CM_CMF7_RELA;21711;;RELACLA1;18;;
CM_CMF7_RELA;21711;;Tipo de identificación ;3;;
CM_CMF7_RELA;21711;;PERSIDEN;12;;
CM_CMF7_RELA;21711;;RELAMAE2;4;;
CM_CMF7_RELA;21711;;RELACLA2;18;;
CM_CMF7_RELA;21711;;RELASECU;15;;
CM_CMF7_RELA;21711;;RELATIPO;2;;
CM_CMF7_RELA;21711;;RELADATA;10;;
CM_CMF7_RELA;21711;;ORG;3;;
CM_CMF7_RELA;21711;;FILLER;211;;
MOVREG;20167;10304;;;No aparece longitud del campo;
L2BSUP;20180;10306;Organisation;3;;
L2BSUP;20180;10306;Account Number;19;;
L2BSUP;20180;10306;Logo;3;;
L2BSUP;20180;10306;Short Name;20;;
L2BSUP;20180;10306;Customer Number;19;;
L2BSUP;20180;10306;Alternate Customer Number Flag;1;;
L2BSUP;20180;10306;Alternate Customer Number;19;;
L2BSUP;20180;10306;User Account Number;19;;
L2BSUP;20180;10306;State of Residence;3;;
L2BSUP;20180;10306;State of Issue;3;;
L2BSUP;20180;10306;Transfer Organisation;3;;
L2BSUP;20180;10306;Transfer Logo;3;;
L2BSUP;20180;10306;Transfer Account;19;;
L2BSUP;20180;10306;Account Type;1;;
L2BSUP;20180;10306;Source;1;;
L2BSUP;20180;10306;Status;1;;
L2BSUP;20180;10306;Charge-off Status;1;;
L2BSUP;20180;10306;Over limit Flag;1;;
L2BSUP;20180;10306;Cycle Over limit Fee Indicator;1;;
L2BSUP;20180;10306;Over limit number of cycles;3;;
L2BSUP;20180;10306;Condition of account;1;;
L2BSUP;20180;10306;Block Code 1;1;;
L2BSUP;20180;10306;Block Code 2 ;1;;
L2BSUP;20180;10306;Card Usage Flag;1;;
L2BSUP;20180;10306;Processing Control Table (PCT) Level;1;;
L2BSUP;20180;10306;PCT Level Start Date;8;;
L2BSUP;20180;10306;PCT Level Expiry Date;8;;
L2BSUP;20180;10306;PCT Control ID;3;;
L2BSUP;20180;10306;PCT Start Date;8;;
L2BSUP;20180;10306;PCT Expiry Date;8;;
L2BSUP;20180;10306;Account Control Table Override;3;;
L2BSUP;20180;10306;Billing Cycle;2;;
L2BSUP;20180;10306;Statement Flag;1;;
L2BSUP;20180;10306;Statement Frequency;2;;
L2BSUP;20180;10306;Return Mail Counter;2;;
L2BSUP;20180;10306;Return Mail User;3;;
L2BSUP;20180;10306;Return Mail Date;8;;
L2BSUP;20180;10306;Originating Bank Number;5;;
L2BSUP;20180;10306;Originating Branch Number;9;;
L2BSUP;20180;10306;Owning Bank Number;5;;
L2BSUP;20180;10306;Owning Branch Number;9;;
L2BSUP;20180;10306;Current Collector;3;;
L2BSUP;20180;10306;Permanent Collector;3;;
L2BSUP;20180;10306;User Code 1;2;;
L2BSUP;20180;10306;User Code 2;2;;
L2BSUP;20180;10306;User Code 3;2;;
L2BSUP;20180;10306;User Code 4;2;;
L2BSUP;20180;10306;User Code 5;2;;
L2BSUP;20180;10306;User Code 6;2;;
L2BSUP;20180;10306;User Code 7;2;;
L2BSUP;20180;10306;User Code 8;2;;
L2BSUP;20180;10306;User Code 9;2;;
L2BSUP;20180;10306;User Code 10;2;;
L2BSUP;20180;10306;User Code 11;2;;
L2BSUP;20180;10306;User Code 12;2;;
L2BSUP;20180;10306;User Code 13;2;;
L2BSUP;20180;10306;User Code 14;2;;
L2BSUP;20180;10306;Owner Flag;1;;
L2BSUP;20180;10306;Employee Code;2;;
L2BSUP;20180;10306;Source Code;20;;
L2BSUP;20180;10306;Promotion Code 1;4;;
L2BSUP;20180;10306;Promotion Code 1 Status;1;;
L2BSUP;20180;10306;Promotion Code 2;4;;
L2BSUP;20180;10306;Promotion Code 2 Status;1;;
L2BSUP;20180;10306;Promotion Code 3;4;;
L2BSUP;20180;10306;Promotion Code 3 Status;1;;
L2BSUP;20180;10306;Promotion Code 4;4;;
L2BSUP;20180;10306;Promotion Code 4 Status;1;;
L2BSUP;20180;10306;Waive Late Charges;1;;
L2BSUP;20180;10306;Waive Interest;1;;
L2BSUP;20180;10306;Waive Service Charge 1;1;;
L2BSUP;20180;10306;Waive Service Charge 2;1;;
L2BSUP;20180;10306;Waive Service Charge 3;1;;
L2BSUP;20180;10306;Waive Service Charge 4;1;;
L2BSUP;20180;10306;Waive Service Charge 5;1;;
L2BSUP;20180;10306;Waive Service Charge 6;1;;
L2BSUP;20180;10306;Waive Service Charge 7;1;;
L2BSUP;20180;10306;Waive Service Charge 8;1;;
L2BSUP;20180;10306;Waive Service Charge 9;1;;
L2BSUP;20180;10306;Waive Service Charge 10;1;;
L2BSUP;20180;10306;Waive Service Charge 11;1;;
L2BSUP;20180;10306;Waive Service Charge 12;1;;
L2BSUP;20180;10306;Waive Service Charge 13;1;;
L2BSUP;20180;10306;Waive Service Charge 14;1;;
L2BSUP;20180;10306;Waive Service Charge 15;1;;
L2BSUP;20180;10306;Waive Service Charge 16;1;;
L2BSUP;20180;10306;Waive Service Charge 17;1;;
L2BSUP;20180;10306;Waive Service Charge 18;1;;
L2BSUP;20180;10306;Waive Service Charge 19;1;;
L2BSUP;20180;10306;Waive Service Charge 20;1;;
L2BSUP;20180;10306;Waive Service Charge 21;1;;
L2BSUP;20180;10306;Waive Service Charge 22;1;;
L2BSUP;20180;10306;Waive Service Charge 23;1;;
L2BSUP;20180;10306;Waive Service Charge 24;1;;
L2BSUP;20180;10306;Waive Service Charge 25;1;;
L2BSUP;20180;10306;Waive Fee Charge;1;;
L2BSUP;20180;10306;Waive Late Notices;1;;
L2BSUP;20180;10306;Waive Over limit Notice;1;;
L2BSUP;20180;10306;Waive Over limit Fee;1;;
L2BSUP;20180;10306;Waive NSF Fee;1;;
L2BSUP;20180;10306;Waive Card Fee;1;;
L2BSUP;20180;10306;Waive Letter Fee;1;;
L2BSUP;20180;10306;Flexible Billing Flag;1;;
L2BSUP;20180;10306;Application Date;8;;
L2BSUP;20180;10306;Opened Date;8;;
L2BSUP;20180;10306;Block Code 1 Date;8;;
L2BSUP;20180;10306;Block Code 2 Date;8;;
L2BSUP;20180;10306;Last Status Change Date;8;;
L2BSUP;20180;10306;Closed Date;8;;
L2BSUP;20180;10306;Charge Off Date;8;;
L2BSUP;20180;10306;Card Fee Date ;8;;
L2BSUP;20180;10306;Card Fee Date – Date First Purchase;8;;
L2BSUP;20180;10306;Last Purchase Date;8;;
L2BSUP;20180;10306;Last Return Date;8;;
L2BSUP;20180;10306;Last Delinquent Date ;8;;
L2BSUP;20180;10306;Prior Delinquent Date;8;;
L2BSUP;20180;10306;Last Accrued Date;8;;
L2BSUP;20180;10306;Last Activity Date ;8;;
L2BSUP;20180;10306;Last Reversed Payment Date;8;;
L2BSUP;20180;10306;Credit Limit Date;8;;
L2BSUP;20180;10306;Previous Credit Limit Date;8;;
L2BSUP;20180;10306;Last Statement Date;8;;
L2BSUP;20180;10306;Next Statement Date;8;;
L2BSUP;20180;10306;Payment Due Date;8;;
L2BSUP;20180;10306;Last Payment Date;8;;
L2BSUP;20180;10306;Credit balance Date;8;;
L2BSUP;20180;10306;Last Returned Cheque Date;8;;
L2BSUP;20180;10306;Last debit date;8;;
L2BSUP;20180;10306;Last Credit Date;8;;
L2BSUP;20180;10306;Last Maintained Date;8;;
L2BSUP;20180;10306;Last rate Change Date;8;;
L2BSUP;20180;10306;Date of Birth;8;;
L2BSUP;20180;10306;User Date 1;8;;
L2BSUP;20180;10306;User Date 2;8;;
L2BSUP;20180;10306;User Date 3;8;;
L2BSUP;20180;10306;User Date 4;8;;
L2BSUP;20180;10306;User Date 5;8;;
L2BSUP;20180;10306;User Date 6;8;;
L2BSUP;20180;10306;User Date 7;8;;
L2BSUP;20180;10306;User Date 8;8;;
L2BSUP;20180;10306;User Date 9;8;;
L2BSUP;20180;10306;User Date 10;8;;
L2BSUP;20180;10306;User Date 11;8;;
L2BSUP;20180;10306;User Date 12;8;;
L2BSUP;20180;10306;User Date 13;8;;
L2BSUP;20180;10306;User Date 14;8;;
L2BSUP;20180;10306;Transfer Effective Date;8;;
L2BSUP;20180;10306;Last Re-Age Date;8;;
L2BSUP;20180;10306;ACH Authorisation date;8;;
L2BSUP;20180;10306;ACH Effective Date;8;;
L2BSUP;20180;10306;Card Expiration Date;8;;
L2BSUP;20180;10306;Credit Bureau Score – sign;1;;
L2BSUP;20180;10306;Credit Bureau Score;5;;
L2BSUP;20180;10306;Application Credit Score – sign;1;;
L2BSUP;20180;10306;Application Credit Score;5;;
L2BSUP;20180;10306;Miscellaneous Credit Score – sign;1;;
L2BSUP;20180;10306;Miscellaneous Credit Score;5;;
L2BSUP;20180;10306;Credit Limit – sign;1;;
L2BSUP;20180;10306;Credit Limit;17;;
L2BSUP;20180;10306;Last Credit Limit – sign;1;;
L2BSUP;20180;10306;Last Credit Limit;17;;
L2BSUP;20180;10306;High Balance – sign;1;;
L2BSUP;20180;10306;High Balance;17;;
L2BSUP;20180;10306;Income – sign;1;;
L2BSUP;20180;10306;Income;17;;
L2BSUP;20180;10306;Number NSF – sign;1;;
L2BSUP;20180;10306;Number NSF;3;;
L2BSUP;20180;10306;Number Unblocked Cards – sign;1;;
L2BSUP;20180;10306;Number Unblocked Cards;5;;
L2BSUP;20180;10306;Months with Balance;1;;
L2BSUP;20180;10306;Months with Balance;3;;
L2BSUP;20180;10306;Months with Purchases;1;;
L2BSUP;20180;10306;Months with Purchases;3;;
L2BSUP;20180;10306;Payment Ratio 1 – sign;1;;
L2BSUP;20180;10306;Payment Ratio 1;4;;
L2BSUP;20180;10306;Payment Ratio 2 – sign;1;;
L2BSUP;20180;10306;Payment Ratio 2;4;;
L2BSUP;20180;10306;Payment Ratio 3 – sign;1;;
L2BSUP;20180;10306;Payment Ratio 3;4;;
L2BSUP;20180;10306;Payment Ratio 4 – sign;1;;
L2BSUP;20180;10306;Payment Ratio 4;4;;
L2BSUP;20180;10306;Payment Ratio 5 – sign;1;;
L2BSUP;20180;10306;Payment Ratio 5;4;;
L2BSUP;20180;10306;Payment Ratio 6 – sign;1;;
L2BSUP;20180;10306;Payment Ratio 6;4;;
L2BSUP;20180;10306;Payment Ratio 7 – sign;1;;
L2BSUP;20180;10306;Payment Ratio 7;4;;
L2BSUP;20180;10306;Payment Ratio 8 – sign;1;;
L2BSUP;20180;10306;Payment Ratio 8;4;;
L2BSUP;20180;10306;Payment Ratio 9 – sign;1;;
L2BSUP;20180;10306;Payment Ratio 9;4;;
L2BSUP;20180;10306;Payment Ratio 10 – sign;1;;
L2BSUP;20180;10306;Payment Ratio 10;4;;
L2BSUP;20180;10306;Payment Ratio 11 – sign;1;;
L2BSUP;20180;10306;Payment Ratio 11;4;;
L2BSUP;20180;10306;Payment Ratio 12 – sign;1;;
L2BSUP;20180;10306;Payment Ratio 12;4;;
L2BSUP;20180;10306;Delinquency History 1;1;;
L2BSUP;20180;10306;Payment History 1;1;;
L2BSUP;20180;10306;Delinquency History 2;1;;
L2BSUP;20180;10306;Payment History 2;1;;
L2BSUP;20180;10306;Delinquency History 3;1;;
L2BSUP;20180;10306;Payment History 3;1;;
L2BSUP;20180;10306;Delinquency History 4;1;;
L2BSUP;20180;10306;Payment History 4;1;;
L2BSUP;20180;10306;Delinquency History 5;1;;
L2BSUP;20180;10306;Payment History 5;1;;
L2BSUP;20180;10306;Delinquency History 6;1;;
L2BSUP;20180;10306;Payment History 6;1;;
L2BSUP;20180;10306;Delinquency History 7;1;;
L2BSUP;20180;10306;Payment History 7;1;;
L2BSUP;20180;10306;Delinquency History 8;1;;
L2BSUP;20180;10306;Payment History 8;1;;
L2BSUP;20180;10306;Delinquency History 9;1;;
L2BSUP;20180;10306;Payment History 9;1;;
L2BSUP;20180;10306;Delinquency History 10;1;;
L2BSUP;20180;10306;Payment History 10;1;;
L2BSUP;20180;10306;Delinquency History 11;1;;
L2BSUP;20180;10306;Payment History 11;1;;
L2BSUP;20180;10306;Delinquency History 12;1;;
L2BSUP;20180;10306;Payment History 12;1;;
L2BSUP;20180;10306;Delinquency History 13;1;;
L2BSUP;20180;10306;Payment History 13;1;;
L2BSUP;20180;10306;Delinquency History 14;1;;
L2BSUP;20180;10306;Payment History 14;1;;
L2BSUP;20180;10306;Delinquency History 15;1;;
L2BSUP;20180;10306;Payment History 15;1;;
L2BSUP;20180;10306;Delinquency History 16;1;;
L2BSUP;20180;10306;Payment History 16;1;;
L2BSUP;20180;10306;Delinquency History 17;1;;
L2BSUP;20180;10306;Payment History 17;1;;
L2BSUP;20180;10306;Delinquency History 18;1;;
L2BSUP;20180;10306;Payment History 18;1;;
